ClubName,LocationAddress,PostalAddress,Region,Contact,Email,Phone,Website,Facilities
City of Derry Golf Club,49 Victoria Road Prehen Londonderry BT47 2PU,,Derry / Londonderry,,info@cityofderrygolfclub.com,02871346369,http://www.cityofderrygolfclub.com,"Adventure Golf (Quantity: 0, Available: False); Driving Range (Quantity: 0, Available: False); Golf Course (Non-rated) (Quantity: 0, Available: False); Golf Course (WHS™ Rated) (Quantity: 0, Available: False); Mini Golf (Quantity: 0, Available: False); Short Course (Quantity: 0, Available: False); Practice Putting Green (Quantity: 0, Available: True); Pro Shop (Quantity: 0, Available: True); Driving Range (Quantity: 0, Available: False); Caddies (Quantity: 0, Available: False); Club Sets (Quantity: 0, Available: False); Golf Buggies (Quantity: 4, Available: True); Golf Shoes (Quantity: 0, Available: False); Motorised Carts (Quantity: 0, Available: False); Pull/Push Carts (Quantity: 0, Available: False)"
Clandeboye Golf Club,Tower Road Conlig Newtownards Co Down,BT23 7PN,Down,Andrew Adair,office@cgc-ni.com,02891271767,http://www.cgc-ni.com,"Adventure Golf (Quantity: 0, Available: False); Driving Range (Quantity: 0, Available: False); Golf Course (Non-rated) (Quantity: 0, Available: False); Golf Course (WHS™ Rated) (Quantity: 0, Available: False); Mini Golf (Quantity: 0, Available: False); Short Course (Quantity: 0, Available: False); Practice Putting Green (Quantity: 0, Available: False); Pro Shop (Quantity: 0, Available: False); Driving Range (Quantity: 0, Available: False); Caddies (Quantity: 0, Available: False); Club Sets (Quantity: 0, Available: False); Golf Buggies (Quantity: 0, Available: False); Golf Shoes (Quantity: 0, Available: False); Motorised Carts (Quantity: 0, Available: False); Pull/Push Carts (Quantity: 0, Available: False)"
Clane Golf Club,,80 Abbey Park Orchard Clane Co. Kildare W91 T3V5,Kildare,,honseccgc2024@outlook.com,045893608,http://www.clanegolfclub.ie,"Adventure Golf (Quantity: 0, Available: False); Driving Range (Quantity: 0, Available: False); Golf Course (Non-rated) (Quantity: 0, Available: False); Golf Course (WHS™ Rated) (Quantity: 0, Available: False); Mini Golf (Quantity: 0, Available: False); Short Course (Quantity: 0, Available: False); Practice Putting Green (Quantity: 0, Available: False); Pro Shop (Quantity: 0, Available: False); Driving Range (Quantity: 0, Available: False); Caddies (Quantity: 0, Available: False); Club Sets (Quantity: 0, Available: False); Golf Buggies (Quantity: 0, Available: False); Golf Shoes (Quantity: 0, Available: False); Motorised Carts (Quantity: 0, Available: False); Pull/Push Carts (Quantity: 0, Available: False)"
Claremorris Golf Club,Castlemacgarrett Claremorris Co Mayo,Castlemacgarrett Claremorris  Co Mayo F12 RR98,Mayo,Christina Rush,info@claremorrisgolfclub.com,0949371527,http://www.claremorrisgolfclub.com,"Adventure Golf (Quantity: 0, Available: False); Driving Range (Quantity: 0, Available: False); Golf Course (Non-rated) (Quantity: 0, Available: False); Golf Course (WHS™ Rated) (Quantity: 0, Available: False); Mini Golf (Quantity: 0, Available: False); Short Course (Quantity: 0, Available: False); Practice Putting Green (Quantity: 0, Available: True); Pro Shop (Quantity: 0, Available: False); Driving Range (Quantity: 0, Available: False); Caddies (Quantity: 0, Available: False); Club Sets (Quantity: 3, Available: True); Golf Buggies (Quantity: 3, Available: True); Golf Shoes (Quantity: 0, Available: False); Motorised Carts (Quantity: 0, Available: False); Pull/Push Carts (Quantity: 25, Available: True)"
Cliftonville Golf Club,44 Westland Road Belfast BT14 6NH,,Antrim,Manager,,02890228585,,"Adventure Golf (Quantity: 0, Available: False); Driving Range (Quantity: 0, Available: False); Golf Course (Non-rated) (Quantity: 0, Available: False); Golf Course (WHS™ Rated) (Quantity: 0, Available: False); Mini Golf (Quantity: 0, Available: False); Short Course (Quantity: 0, Available: False); Practice Putting Green (Quantity: 0, Available: True); Pro Shop (Quantity: 0, Available: True); Driving Range (Quantity: 0, Available: False); Caddies (Quantity: 0, Available: False); Club Sets (Quantity: 0, Available: False); Golf Buggies (Quantity: 2, Available: True); Golf Shoes (Quantity: 0, Available: False); Motorised Carts (Quantity: 0, Available: False); Pull/Push Carts (Quantity: 20, Available: True)"
Clogher Valley Golf Club,476a Belfast Road Fivemiletown Co. Tyrone BT75 0SA,,Tyrone,,cloghervalleygc@gmail.com,02889521739,http://www.cloghervalleygc.co.uk,"Adventure Golf (Quantity: 0, Available: False); Driving Range (Quantity: 0, Available: False); Golf Course (Non-rated) (Quantity: 0, Available: False); Golf Course (WHS™ Rated) (Quantity: 0, Available: False); Mini Golf (Quantity: 0, Available: False); Short Course (Quantity: 0, Available: False); Practice Putting Green (Quantity: 0, Available: False); Pro Shop (Quantity: 0, Available: False); Driving Range (Quantity: 0, Available: False); Caddies (Quantity: 0, Available: False); Club Sets (Quantity: 0, Available: False); Golf Buggies (Quantity: 0, Available: False); Golf Shoes (Quantity: 0, Available: False); Motorised Carts (Quantity: 0, Available: False); Pull/Push Carts (Quantity: 0, Available: False)"
Clonakilty Golf Club,Lisselan Estate Clonakilty Co. Cork P85 W132,,Cork,,Lisselan@golfnet.ie,0238833552,http://www.clonakiltygolfclub.com,"Adventure Golf (Quantity: 0, Available: False); Driving Range (Quantity: 0, Available: False); Golf Course (Non-rated) (Quantity: 0, Available: False); Golf Course (WHS™ Rated) (Quantity: 0, Available: False); Mini Golf (Quantity: 0, Available: False); Short Course (Quantity: 0, Available: False); Practice Putting Green (Quantity: 0, Available: True); Pro Shop (Quantity: 0, Available: False); Driving Range (Quantity: 0, Available: False); Caddies (Quantity: 0, Available: False); Club Sets (Quantity: 0, Available: False); Golf Buggies (Quantity: 0, Available: False); Golf Shoes (Quantity: 0, Available: False); Motorised Carts (Quantity: 0, Available: False); Pull/Push Carts (Quantity: 7, Available: True)"
Clones Golf Club,Hilton Park Clones Co. Monaghan,,Monaghan,,info@clonesgolfclub.com,04756017,http://www.clonesgolfclub.com,"Adventure Golf (Quantity: 0, Available: False); Driving Range (Quantity: 0, Available: False); Golf Course (Non-rated) (Quantity: 0, Available: False); Golf Course (WHS™ Rated) (Quantity: 0, Available: False); Mini Golf (Quantity: 0, Available: False); Short Course (Quantity: 0, Available: False); Practice Putting Green (Quantity: 0, Available: True); Pro Shop (Quantity: 0, Available: False); Driving Range (Quantity: 0, Available: False); Caddies (Quantity: 0, Available: False); Club Sets (Quantity: 0, Available: False); Golf Buggies (Quantity: 8, Available: True); Golf Shoes (Quantity: 0, Available: False); Motorised Carts (Quantity: 0, Available: False); Pull/Push Carts (Quantity: 0, Available: True)"
Clonlara Golf Club,Clonlara Co.Clare,,Clare,,clonlaragolfclub@eircom.net,0345345345345,,"Adventure Golf (Quantity: 0, Available: False); Driving Range (Quantity: 0, Available: False); Golf Course (Non-rated) (Quantity: 0, Available: False); Golf Course (WHS™ Rated) (Quantity: 0, Available: False); Mini Golf (Quantity: 0, Available: False); Short Course (Quantity: 0, Available: False); Practice Putting Green (Quantity: 0, Available: False); Pro Shop (Quantity: 0, Available: False); Driving Range (Quantity: 0, Available: False); Caddies (Quantity: 0, Available: False); Club Sets (Quantity: 0, Available: False); Golf Buggies (Quantity: 0, Available: False); Golf Shoes (Quantity: 0, Available: False); Motorised Carts (Quantity: 0, Available: False); Pull/Push Carts (Quantity: 0, Available: False)"
Clonmel Golf Club,Lyreanearla Clonmel Co. Tipperary E91 N2R1,Lyreanearla Clonmel Co. Tipperary E91N2R1,Tipperary,,info@clonmelgolfclub.com,0526124050,http://www.clonmelgolfclub.com/,"Adventure Golf (Quantity: 0, Available: False); Driving Range (Quantity: 0, Available: False); Golf Course (Non-rated) (Quantity: 0, Available: False); Golf Course (WHS™ Rated) (Quantity: 0, Available: False); Mini Golf (Quantity: 0, Available: False); Short Course (Quantity: 0, Available: False); Practice Putting Green (Quantity: 0, Available: True); Pro Shop (Quantity: 0, Available: True); Driving Range (Quantity: 0, Available: False); Caddies (Quantity: 0, Available: False); Club Sets (Quantity: 10, Available: True); Golf Buggies (Quantity: 12, Available: True); Golf Shoes (Quantity: 0, Available: False); Motorised Carts (Quantity: 0, Available: False); Pull/Push Carts (Quantity: 0, Available: False)"
Clontarf Golf Club,Donnycarney House Malahide Road Dublin 3,"Donnycarney House, Malahide Road, Dublin 3 Clontarf Golf Club",Dublin,Neil Rooney,info@clontarfgolfclub.ie,018331892,http://www.clontarfgolfclub.ie,"Adventure Golf (Quantity: 0, Available: False); Driving Range (Quantity: 0, Available: False); Golf Course (Non-rated) (Quantity: 0, Available: False); Golf Course (WHS™ Rated) (Quantity: 0, Available: False); Mini Golf (Quantity: 0, Available: False); Short Course (Quantity: 0, Available: False); Practice Putting Green (Quantity: 0, Available: True); Pro Shop (Quantity: 0, Available: True); Driving Range (Quantity: 0, Available: False); Caddies (Quantity: 0, Available: False); Club Sets (Quantity: 12, Available: True); Golf Buggies (Quantity: 5, Available: True); Golf Shoes (Quantity: 0, Available: False); Motorised Carts (Quantity: 8, Available: True); Pull/Push Carts (Quantity: 30, Available: True)"
Cloughaneely Golf Club,Ballyconnell Falcarragh Co. Donegal F92 EC42,,Donegal,Sean O Gallchoir,,0749165416,http://cloughaneelygolfclub.ie,"Adventure Golf (Quantity: 0, Available: False); Driving Range (Quantity: 0, Available: False); Golf Course (Non-rated) (Quantity: 0, Available: False); Golf Course (WHS™ Rated) (Quantity: 0, Available: False); Mini Golf (Quantity: 0, Available: False); Short Course (Quantity: 0, Available: False); Practice Putting Green (Quantity: 0, Available: False); Pro Shop (Quantity: 0, Available: False); Driving Range (Quantity: 0, Available: False); Caddies (Quantity: 0, Available: False); Club Sets (Quantity: 0, Available: False); Golf Buggies (Quantity: 0, Available: False); Golf Shoes (Quantity: 0, Available: False); Motorised Carts (Quantity: 0, Available: False); Pull/Push Carts (Quantity: 0, Available: True)"
Cloverhill Golf Club,Lough Road Mullaghbawn Co. Armagh BT35 9XP,,Armagh,,,02830889580,http://www.cloverhillgolfclub.co.uk ,"Adventure Golf (Quantity: 0, Available: False); Driving Range (Quantity: 0, Available: False); Golf Course (Non-rated) (Quantity: 0, Available: False); Golf Course (WHS™ Rated) (Quantity: 0, Available: False); Mini Golf (Quantity: 0, Available: False); Short Course (Quantity: 0, Available: False); Practice Putting Green (Quantity: 0, Available: True); Pro Shop (Quantity: 0, Available: False); Driving Range (Quantity: 0, Available: True); Caddies (Quantity: 0, Available: False); Club Sets (Quantity: 5, Available: True); Golf Buggies (Quantity: 2, Available: True); Golf Shoes (Quantity: 0, Available: False); Motorised Carts (Quantity: 0, Available: False); Pull/Push Carts (Quantity: 50, Available: True)"
Co. Armagh Golf Club,7 Newry Road Armagh Co. Armagh BT60 1EN,,Armagh,Elizabeth Allen,info@golfarmagh.co.uk,02837525861,http://www.golfarmagh.co.uk,"Adventure Golf (Quantity: 0, Available: False); Driving Range (Quantity: 0, Available: False); Golf Course (Non-rated) (Quantity: 0, Available: False); Golf Course (WHS™ Rated) (Quantity: 0, Available: False); Mini Golf (Quantity: 0, Available: False); Short Course (Quantity: 0, Available: False); Practice Putting Green (Quantity: 0, Available: True); Pro Shop (Quantity: 0, Available: True); Driving Range (Quantity: 0, Available: False); Caddies (Quantity: 0, Available: False); Club Sets (Quantity: 0, Available: False); Golf Buggies (Quantity: 4, Available: True); Golf Shoes (Quantity: 0, Available: False); Motorised Carts (Quantity: 6, Available: True); Pull/Push Carts (Quantity: 10, Available: True)"
Co. Cavan Golf Club,Arnmore House Drumelis Cavan Co. Cavan,,Cavan,,info@cavangolf.ie,0494331541,http://www.cavangolf.ie,"Adventure Golf (Quantity: 0, Available: False); Driving Range (Quantity: 0, Available: False); Golf Course (Non-rated) (Quantity: 0, Available: False); Golf Course (WHS™ Rated) (Quantity: 0, Available: False); Mini Golf (Quantity: 0, Available: False); Short Course (Quantity: 0, Available: False); Practice Putting Green (Quantity: 0, Available: True); Pro Shop (Quantity: 0, Available: False); Driving Range (Quantity: 0, Available: True); Caddies (Quantity: 0, Available: False); Club Sets (Quantity: 0, Available: False); Golf Buggies (Quantity: 0, Available: True); Golf Shoes (Quantity: 0, Available: False); Motorised Carts (Quantity: 0, Available: False); Pull/Push Carts (Quantity: 0, Available: True)"
Co. Longford Golf Club,Glack Dublin Road Longford Co. Longford,c/o County Longford Golf Club Glack Longford,Longford,,colonggolf@gmail.com,0433346310,http://www.countylongfordgolfclub.com,"Adventure Golf (Quantity: 0, Available: False); Driving Range (Quantity: 0, Available: False); Golf Course (Non-rated) (Quantity: 0, Available: False); Golf Course (WHS™ Rated) (Quantity: 0, Available: False); Mini Golf (Quantity: 0, Available: False); Short Course (Quantity: 0, Available: False); Practice Putting Green (Quantity: 0, Available: True); Pro Shop (Quantity: 0, Available: True); Driving Range (Quantity: 0, Available: True); Caddies (Quantity: 0, Available: False); Club Sets (Quantity: 10, Available: True); Golf Buggies (Quantity: 4, Available: True); Golf Shoes (Quantity: 0, Available: False); Motorised Carts (Quantity: 4, Available: True); Pull/Push Carts (Quantity: 28, Available: True)"
Co. Louth Golf Club,"Baltray Drogheda Co. Louth A92 HK03, Ireland","Baltray Drogheda, County Louth Ireland A92 HK03",Louth,Liam Murphy,,+353 41 988 1530,https://www.countylouthgolfclub.com,"Adventure Golf (Quantity: 0, Available: False); Driving Range (Quantity: 0, Available: False); Golf Course (Non-rated) (Quantity: 0, Available: False); Golf Course (WHS™ Rated) (Quantity: 0, Available: False); Mini Golf (Quantity: 0, Available: False); Short Course (Quantity: 0, Available: False); Practice Putting Green (Quantity: 2, Available: True); Pro Shop (Quantity: 1, Available: True); Driving Range (Quantity: 2, Available: True); Caddies (Quantity: 8, Available: True); Club Sets (Quantity: 8, Available: True); Golf Buggies (Quantity: 8, Available: True); Golf Shoes (Quantity: 0, Available: False); Motorised Carts (Quantity: 0, Available: False); Pull/Push Carts (Quantity: 50, Available: True)"
Co. Meath Golf Club,Newtownmoynagh Trim Co Meath C15 X212,Newtownmoynagh Trim Co Meath,Meath,Janice Higgins,info@countymeathgolfclubtrim.ie,0469431463,https://www.countymeathgolfclubtrim.ie/,"Adventure Golf (Quantity: 0, Available: False); Driving Range (Quantity: 0, Available: False); Golf Course (Non-rated) (Quantity: 0, Available: False); Golf Course (WHS™ Rated) (Quantity: 0, Available: False); Mini Golf (Quantity: 0, Available: False); Short Course (Quantity: 0, Available: False); Practice Putting Green (Quantity: 1, Available: True); Pro Shop (Quantity: 1, Available: True); Driving Range (Quantity: 1, Available: True); Caddies (Quantity: 0, Available: False); Club Sets (Quantity: 0, Available: False); Golf Buggies (Quantity: 9, Available: True); Golf Shoes (Quantity: 0, Available: False); Motorised Carts (Quantity: 0, Available: True); Pull/Push Carts (Quantity: 0, Available: True)"
Co. Sligo Golf Club,Rosses Point Co. Sligo ,,Sligo,,info@countysligogolfclub.ie,0719177134,http://www.countysligogolfclub.ie/,"Adventure Golf (Quantity: 0, Available: False); Driving Range (Quantity: 0, Available: False); Golf Course (Non-rated) (Quantity: 0, Available: False); Golf Course (WHS™ Rated) (Quantity: 0, Available: False); Mini Golf (Quantity: 0, Available: False); Short Course (Quantity: 0, Available: False); Practice Putting Green (Quantity: 0, Available: True); Pro Shop (Quantity: 0, Available: True); Driving Range (Quantity: 0, Available: True); Caddies (Quantity: 10, Available: True); Club Sets (Quantity: 8, Available: True); Golf Buggies (Quantity: 8, Available: True); Golf Shoes (Quantity: 4, Available: True); Motorised Carts (Quantity: 5, Available: True); Pull/Push Carts (Quantity: 30, Available: True)"
Co. Tipperary Golf Club,Dundrum Co. Tipperary,,Tipperary,Michele Crowe,golf@dundrumhouse.ie,06271116,,"Adventure Golf (Quantity: 0, Available: False); Driving Range (Quantity: 0, Available: False); Golf Course (Non-rated) (Quantity: 0, Available: False); Golf Course (WHS™ Rated) (Quantity: 0, Available: False); Mini Golf (Quantity: 0, Available: False); Short Course (Quantity: 0, Available: False); Practice Putting Green (Quantity: 0, Available: True); Pro Shop (Quantity: 0, Available: True); Driving Range (Quantity: 0, Available: False); Caddies (Quantity: 0, Available: False); Club Sets (Quantity: 10, Available: True); Golf Buggies (Quantity: 8, Available: True); Golf Shoes (Quantity: 0, Available: False); Motorised Carts (Quantity: 6, Available: True); Pull/Push Carts (Quantity: 30, Available: True)"
Cobh Golf Club,Marino Carrigaloe Cobh Co. Cork,,Cork,Caroline Dennehy,info@cobhgolfclub.ie,0214812399,http://www.cobhgolfclub.ie,"Adventure Golf (Quantity: 0, Available: False); Driving Range (Quantity: 0, Available: False); Golf Course (Non-rated) (Quantity: 0, Available: False); Golf Course (WHS™ Rated) (Quantity: 0, Available: False); Mini Golf (Quantity: 0, Available: False); Short Course (Quantity: 0, Available: False); Practice Putting Green (Quantity: 0, Available: True); Pro Shop (Quantity: 0, Available: True); Driving Range (Quantity: 0, Available: True); Caddies (Quantity: 2, Available: True); Club Sets (Quantity: 15, Available: True); Golf Buggies (Quantity: 8, Available: True); Golf Shoes (Quantity: 4, Available: True); Motorised Carts (Quantity: 6, Available: True); Pull/Push Carts (Quantity: 20, Available: True)"
Colin Valley Golf Club,115 Black's Rd Belfast BT10 0NF,3 Killultagh Avenue  Glenavy BT29 4GL,Antrim,Stephen Garland,lukeawalker1987@gmail.com,02890601133,,"Adventure Golf (Quantity: 0, Available: False); Driving Range (Quantity: 0, Available: False); Golf Course (Non-rated) (Quantity: 0, Available: False); Golf Course (WHS™ Rated) (Quantity: 0, Available: False); Mini Golf (Quantity: 0, Available: False); Short Course (Quantity: 0, Available: False); Practice Putting Green (Quantity: 0, Available: True); Pro Shop (Quantity: 0, Available: False); Driving Range (Quantity: 0, Available: True); Caddies (Quantity: 0, Available: False); Club Sets (Quantity: 0, Available: False); Golf Buggies (Quantity: 0, Available: False); Golf Shoes (Quantity: 0, Available: False); Motorised Carts (Quantity: 0, Available: False); Pull/Push Carts (Quantity: 0, Available: True)"
Concra Wood Castleblayney Golf Club,Concra Dundalk Road Castleblayney Co. Monaghan,,Monaghan,,darren@concrawood.ie,00353429749485,http://www.concrawood.ie,"Adventure Golf (Quantity: 0, Available: False); Driving Range (Quantity: 0, Available: False); Golf Course (Non-rated) (Quantity: 0, Available: False); Golf Course (WHS™ Rated) (Quantity: 0, Available: False); Mini Golf (Quantity: 0, Available: False); Short Course (Quantity: 0, Available: False); Practice Putting Green (Quantity: 0, Available: True); Pro Shop (Quantity: 1, Available: True); Driving Range (Quantity: 1, Available: True); Caddies (Quantity: 0, Available: False); Club Sets (Quantity: 5, Available: True); Golf Buggies (Quantity: 30, Available: True); Golf Shoes (Quantity: 0, Available: False); Motorised Carts (Quantity: 6, Available: True); Pull/Push Carts (Quantity: 30, Available: True)"
Connemara Golf Club,Aillebrack Ballyconneely Clifden Co.Galway,Aillebrack Ballyconneely Co. Galway H71 N243,Galway,Dominic Lynch,proshop@connemaragolflinks.net,09523502,http://www.connemaragolflinks.com,"Adventure Golf (Quantity: 0, Available: False); Driving Range (Quantity: 0, Available: False); Golf Course (Non-rated) (Quantity: 0, Available: False); Golf Course (WHS™ Rated) (Quantity: 0, Available: False); Mini Golf (Quantity: 0, Available: False); Short Course (Quantity: 0, Available: False); Practice Putting Green (Quantity: 0, Available: True); Pro Shop (Quantity: 0, Available: True); Driving Range (Quantity: 0, Available: True); Caddies (Quantity: 5, Available: True); Club Sets (Quantity: 12, Available: True); Golf Buggies (Quantity: 20, Available: True); Golf Shoes (Quantity: 0, Available: False); Motorised Carts (Quantity: 6, Available: True); Pull/Push Carts (Quantity: 50, Available: True)"
Connemara Isles Golf Club,Eanach Mheáin Béal an Daingin Leitir Móir Co. na Gaillimhe,Eanach Mheáin Béal an Daingin Co. na Gaillimhe H91 EF95,Galway,,cartermike456@gmail.com,087/4098395,,"Adventure Golf (Quantity: 0, Available: False); Driving Range (Quantity: 0, Available: False); Golf Course (Non-rated) (Quantity: 0, Available: False); Golf Course (WHS™ Rated) (Quantity: 0, Available: False); Mini Golf (Quantity: 0, Available: False); Short Course (Quantity: 0, Available: False); Practice Putting Green (Quantity: 0, Available: False); Pro Shop (Quantity: 0, Available: False); Driving Range (Quantity: 0, Available: False); Caddies (Quantity: 0, Available: False); Club Sets (Quantity: 0, Available: False); Golf Buggies (Quantity: 0, Available: False); Golf Shoes (Quantity: 0, Available: False); Motorised Carts (Quantity: 0, Available: False); Pull/Push Carts (Quantity: 0, Available: False)"
Coollattin Golf Club,Coollattin Shillelagh Co Wicklow,,Wicklow,Eileen Byrne,coollattingolfclub@gmail.com,0539429125,http://www.coollattingolfclub.com/Home.aspx,"Adventure Golf (Quantity: 0, Available: False); Driving Range (Quantity: 0, Available: False); Golf Course (Non-rated) (Quantity: 0, Available: False); Golf Course (WHS™ Rated) (Quantity: 0, Available: False); Mini Golf (Quantity: 0, Available: False); Short Course (Quantity: 0, Available: False); Practice Putting Green (Quantity: 0, Available: True); Pro Shop (Quantity: 1, Available: True); Driving Range (Quantity: 0, Available: False); Caddies (Quantity: 0, Available: False); Club Sets (Quantity: 0, Available: False); Golf Buggies (Quantity: 5, Available: True); Golf Shoes (Quantity: 0, Available: False); Motorised Carts (Quantity: 4, Available: True); Pull/Push Carts (Quantity: 30, Available: True)"
Corballis Links Golf Club,Corballis Road Donabate Co. Dublin,,Dublin,,corballis.links.golfclub@gmail.com,018436583,http://corballislinks.com,"Adventure Golf (Quantity: 0, Available: False); Driving Range (Quantity: 0, Available: False); Golf Course (Non-rated) (Quantity: 0, Available: False); Golf Course (WHS™ Rated) (Quantity: 0, Available: False); Mini Golf (Quantity: 0, Available: False); Short Course (Quantity: 0, Available: False); Practice Putting Green (Quantity: 0, Available: True); Pro Shop (Quantity: 0, Available: True); Driving Range (Quantity: 0, Available: False); Caddies (Quantity: 0, Available: False); Club Sets (Quantity: 4, Available: True); Golf Buggies (Quantity: 3, Available: True); Golf Shoes (Quantity: 0, Available: False); Motorised Carts (Quantity: 2, Available: True); Pull/Push Carts (Quantity: 40, Available: True)"
Cork Golf Club,Little Island Co. Cork,,Cork,,Info@corkgolfclub.ie,0214353451,http://www.corkgolfclub.ie,"Adventure Golf (Quantity: 0, Available: False); Driving Range (Quantity: 0, Available: False); Golf Course (Non-rated) (Quantity: 0, Available: False); Golf Course (WHS™ Rated) (Quantity: 0, Available: False); Mini Golf (Quantity: 0, Available: False); Short Course (Quantity: 0, Available: False); Practice Putting Green (Quantity: 0, Available: True); Pro Shop (Quantity: 0, Available: True); Driving Range (Quantity: 0, Available: True); Caddies (Quantity: 0, Available: False); Club Sets (Quantity: 15, Available: True); Golf Buggies (Quantity: 9, Available: True); Golf Shoes (Quantity: 0, Available: False); Motorised Carts (Quantity: 6, Available: True); Pull/Push Carts (Quantity: 30, Available: True)"
Corrstown Golf Club,Corrstown Kilsallaghan Co Dublin,Corrstown Lane Kilsallaghan Co. Dublin,Dublin,,info@corrstowngolfclub.com,018640533,http://www.corrstowngolfclub.com,"Adventure Golf (Quantity: 0, Available: False); Driving Range (Quantity: 0, Available: False); Golf Course (Non-rated) (Quantity: 0, Available: False); Golf Course (WHS™ Rated) (Quantity: 0, Available: False); Mini Golf (Quantity: 0, Available: False); Short Course (Quantity: 0, Available: False); Practice Putting Green (Quantity: 0, Available: True); Pro Shop (Quantity: 1, Available: True); Driving Range (Quantity: 0, Available: True); Caddies (Quantity: 0, Available: False); Club Sets (Quantity: 0, Available: False); Golf Buggies (Quantity: 6, Available: True); Golf Shoes (Quantity: 0, Available: False); Motorised Carts (Quantity: 6, Available: True); Pull/Push Carts (Quantity: 25, Available: True)"
Courtown Golf Club,Kiltennel Gorey Co. Wexford,,Wexford,,info@courtowngolfclub.com,0539425166,http://www.courtowngolfclub.com,"Adventure Golf (Quantity: 0, Available: False); Driving Range (Quantity: 0, Available: False); Golf Course (Non-rated) (Quantity: 0, Available: False); Golf Course (WHS™ Rated) (Quantity: 0, Available: False); Mini Golf (Quantity: 0, Available: False); Short Course (Quantity: 0, Available: False); Practice Putting Green (Quantity: 3, Available: True); Pro Shop (Quantity: 0, Available: True); Driving Range (Quantity: 1, Available: True); Caddies (Quantity: 0, Available: False); Club Sets (Quantity: 0, Available: False); Golf Buggies (Quantity: 6, Available: True); Golf Shoes (Quantity: 0, Available: False); Motorised Carts (Quantity: 0, Available: False); Pull/Push Carts (Quantity: 50, Available: True)"
Craddockstown Golf Club,Blessington Road Naas Co. Kildare,,Kildare,,craddockstowntwos@gmail.com,045897610,http://www.craddockstown.com,"Adventure Golf (Quantity: 0, Available: False); Driving Range (Quantity: 0, Available: False); Golf Course (Non-rated) (Quantity: 0, Available: False); Golf Course (WHS™ Rated) (Quantity: 0, Available: False); Mini Golf (Quantity: 0, Available: False); Short Course (Quantity: 0, Available: False); Practice Putting Green (Quantity: 0, Available: True); Pro Shop (Quantity: 0, Available: True); Driving Range (Quantity: 0, Available: True); Caddies (Quantity: 0, Available: False); Club Sets (Quantity: 8, Available: True); Golf Buggies (Quantity: 4, Available: True); Golf Shoes (Quantity: 0, Available: False); Motorised Carts (Quantity: 4, Available: True); Pull/Push Carts (Quantity: 30, Available: True)"
Cregmore Park Golf Club,Cregmore Claregalway Co. Galway H91EE38,Cregmore Claregalway H91EE38,Galway,,decomcgrath@hotmail.com,091799799,http://www.cregmorepark.com,"Adventure Golf (Quantity: 0, Available: False); Driving Range (Quantity: 0, Available: False); Golf Course (Non-rated) (Quantity: 0, Available: False); Golf Course (WHS™ Rated) (Quantity: 0, Available: False); Mini Golf (Quantity: 0, Available: False); Short Course (Quantity: 0, Available: False); Practice Putting Green (Quantity: 0, Available: False); Pro Shop (Quantity: 0, Available: True); Driving Range (Quantity: 0, Available: True); Caddies (Quantity: 0, Available: False); Club Sets (Quantity: 4, Available: True); Golf Buggies (Quantity: 4, Available: True); Golf Shoes (Quantity: 2, Available: True); Motorised Carts (Quantity: 0, Available: False); Pull/Push Carts (Quantity: 100, Available: True)"
Crossgar Golf Club,231 DerryBoy Road Crossgar Downpatrick Co. Down,BT30 9DL,Down,Sydney Pentland,CrossgarGolfClub@gmail.com,07764532020,http://crossgargolf.club,"Adventure Golf (Quantity: 0, Available: False); Driving Range (Quantity: 0, Available: False); Golf Course (Non-rated) (Quantity: 0, Available: False); Golf Course (WHS™ Rated) (Quantity: 0, Available: False); Mini Golf (Quantity: 0, Available: False); Short Course (Quantity: 0, Available: False); Practice Putting Green (Quantity: 0, Available: False); Pro Shop (Quantity: 0, Available: False); Driving Range (Quantity: 0, Available: False); Caddies (Quantity: 0, Available: False); Club Sets (Quantity: 0, Available: False); Golf Buggies (Quantity: 0, Available: False); Golf Shoes (Quantity: 0, Available: False); Motorised Carts (Quantity: 0, Available: False); Pull/Push Carts (Quantity: 0, Available: False)"
Crover House Golf Club,Crover Lough Sheelin Mountnugent  Co Cavan,,Cavan,,CroverGC@gmail.com,0498540832,,"Adventure Golf (Quantity: 0, Available: False); Driving Range (Quantity: 0, Available: False); Golf Course (Non-rated) (Quantity: 0, Available: False); Golf Course (WHS™ Rated) (Quantity: 0, Available: False); Mini Golf (Quantity: 0, Available: False); Short Course (Quantity: 0, Available: False); Practice Putting Green (Quantity: 0, Available: False); Pro Shop (Quantity: 0, Available: False); Driving Range (Quantity: 0, Available: False); Caddies (Quantity: 0, Available: False); Club Sets (Quantity: 0, Available: False); Golf Buggies (Quantity: 0, Available: False); Golf Shoes (Quantity: 0, Available: False); Motorised Carts (Quantity: 0, Available: False); Pull/Push Carts (Quantity: 0, Available: False)"
